ID_EVENTO,ID_PROD,FECHA_FERT,ID_FER_QUI,TIPO_FERTILIZACION,CANTIDAD_PROD_FERTI,PROD_QUI,PROD_ORG,PROD_ENM,N,P,K
2679,2444,5/18/2015,5037,Quimica,100,Urea,,,46,0,0
2679,2444,6/02/2015,5038,Quimica,50,Urea,,,46,0,0
2680,2444,5/01/2015,5039,Quimica,50,Urea,,,46,0,0
2680,2444,5/18/2015,5040,Quimica,100,Urea,,,46,0,0
2680,2444,6/02/2015,5041,Quimica,50,Urea,,,46,0,0
2681,2445,6/20/2015,5042,Quimica,50,Urea,,,46,0,0
2681,2445,6/30/2015,5043,Quimica,100,Urea,,,46,0,0
2687,2447,6/21/2015,5071,Quimica,100,Urea,,,46,0,0
2687,2447,7/07/2015,5072,Quimica,100,Urea,,,46,0,0
2688,2448,6/19/2015,5073,Quimica,100,Urea,,,46,0,0
2688,2448,6/27/2015,5074,Quimica,50,Urea,,,46,0,0
2690,2450,6/25/2015,5079,Quimica,100,Urea,,,46,0,0
2690,2450,7/05/2015,5080,Quimica,50,Urea,,,46,0,0
2693,2451,5/05/2015,5082,Quimica,75,Urea,,,46,0,0
2693,2451,5/12/2015,5084,Quimica,50,Urea,,,46,0,0
2693,2451,5/25/2015,5085,Quimica,50,Urea,,,46,0,0
2694,2452,6/10/2015,5087,Quimica,50,Urea,,,46,0,0
2694,2452,6/20/2015,5088,Quimica,100,Urea,,,46,0,0
2716,2456,6/22/2015,5152,Quimica,100,Urea,,,46,0,0
2716,2456,7/14/2015,5153,Quimica,100,Urea,,,46,0,0
2718,2457,6/12/2015,5155,Quimica,50,Urea,,,46,0,0
2718,2457,7/10/2015,5157,Quimica,50,Urea,,,46,0,0
2719,2459,6/10/2015,5158,Quimica,100,Urea,,,46,0,0
2719,2459,6/25/2015,5159,Quimica,100,Urea,,,46,0,0
2721,2461,6/12/2015,5162,Quimica,100,Urea,,,46,0,0
2721,2461,7/05/2015,5163,Quimica,75,Urea,,,46,0,0
2722,2462,6/21/2015,5164,Quimica,100,Urea,,,46,0,0
2722,2462,7/03/2015,5165,Quimica,100,Urea,,,46,0,0
2733,2481,6/06/2015,5201,Quimica,100,Urea,,,46,0,0
2735,2482,6/12/2015,5206,Quimica,100,Urea,,,46,0,0
2758,2158,5/28/2015,5316,Quimica,100,Urea,,,46,0,0
2759,1734,6/06/2015,5319,Quimica,150,Urea,,,46,0,0
2759,1734,6/22/2015,5320,Quimica,100,Urea,,,46,0,0
2771,2070,6/13/2015,5433,Quimica,100,Urea,,,46,0,0
2771,2070,6/23/2015,5434,Quimica,100,Urea,,,46,0,0
2772,2071,6/13/2015,5435,Quimica,50,Urea,,,46,0,0
2772,2071,7/10/2015,5436,Quimica,100,Urea,,,46,0,0
2773,2124,6/10/2015,5437,Quimica,100,Urea,,,46,0,0
2773,2124,6/18/2015,5438,Quimica,50,Urea,,,46,0,0
2774,2490,6/07/2015,5440,Quimica,100,Urea,,,46,0,0
2774,2490,6/15/2015,5441,Quimica,50,Urea,,,46,0,0
2775,2490,6/08/2015,5443,Quimica,100,Urea,,,46,0,0
2775,2490,6/15/2015,5444,Quimica,50,Urea,,,46,0,0
2825,1736,5/13/2015,5600,Quimica,200,Urea,,,46,0,0
2829,1735,6/23/2015,6143,Quimica,100,Urea,,,46,0,0
2845,2558,4/19/2015,5638,Quimica,150,Urea,,,46,0,0
2860,2571,5/20/2015,5683,Quimica,200,Urea,,,46,0,0
2860,2571,6/05/2015,5684,Quimica,100,Urea,,,46,0,0
2862,2573,5/25/2015,5687,Quimica,250,Urea,,,46,0,0
2862,2573,6/16/2015,5688,Quimica,250,Urea,,,46,0,0
2863,2574,6/09/2015,5689,Quimica,100,Urea,,,46,0,0
2863,2574,6/19/2015,5690,Quimica,100,Urea,,,46,0,0
2864,2575,6/08/2015,5691,Quimica,100,Urea,,,46,0,0
2864,2575,7/02/2015,5692,Quimica,120,Urea,,,46,0,0
2865,2576,5/30/2015,5693,Quimica,100,Urea,,,46,0,0
2865,2576,6/24/2015,5694,Quimica,75,Urea,,,46,0,0
2866,2577,6/11/2015,5695,Quimica,100,Urea,,,46,0,0
2866,2577,6/26/2015,5696,Quimica,150,Urea,,,46,0,0
2867,2578,6/09/2015,5697,Quimica,100,Urea,,,46,0,0
2867,2578,6/24/2015,5698,Quimica,100,Urea,,,46,0,0
2877,41,10/25/2015,6040,Quimica,234,Urea,,,46,0,0
2878,549,11/10/2015,6043,Quimica,312,Urea,,,46,0,0
2880,2593,10/09/2015,6463,Quimica,200,Urea,,,46,0,0
2880,2593,10/30/2015,6464,Quimica,200,Urea,,,46,0,0
2881,2594,10/28/2015,6032,Quimica,234,Urea,,,46,0,0
2882,757,11/08/2015,6091,Quimica,200,Urea,,,46,0,0
2883,2595,10/10/2015,6197,Quimica,312,Urea,,,46,0,0
2891,2606,6/06/2015,5748,Quimica,200,Urea,,,46,0,0
2891,2606,6/22/2015,5749,Quimica,100,Urea,,,46,0,0
2892,2612,6/06/2015,5750,Quimica,150,Urea,,,46,0,0
2892,2612,6/24/2015,5751,Quimica,100,Urea,,,46,0,0
2906,2617,2/04/2016,5784,Quimica,50,Urea,,,46,0,0
2910,2622,5/22/2015,5786,Quimica,150,Urea,,,46,0,0
2910,2622,6/03/2015,5788,Quimica,150,Urea,,,46,0,0
2922,2625,3/15/2015,5804,Quimica,50,Urea,,,46,0,0
2922,2625,3/31/2015,5805,Quimica,50,Urea,,,46,0,0
2929,1861,5/10/2015,5826,Quimica,150,Urea,,,46,0,0
2930,2642,3/13/2015,5830,Quimica,100,Urea,,,46,0,0
2931,1864,4/11/2015,5835,Quimica,100,Urea,,,46,0,0
2931,1864,4/22/2015,5836,Quimica,100,Urea,,,46,0,0
2933,2489,5/15/2015,5843,Quimica,200,Urea,,,46,0,0
2956,2642,3/14/2015,5897,Quimica,50,Urea,,,46,0,0
2957,2190,4/25/2015,5902,Quimica,200,Urea,,,46,0,0
2957,2190,4/14/2015,5904,Quimica,250,Urea,,,46,0,0
2961,2651,6/24/2015,5918,Quimica,100,Urea,,,46,0,0
2969,2655,4/10/2015,5929,Quimica,100,Urea,,,46,0,0
2973,2377,4/30/2015,5945,Quimica,150,Urea,,,46,0,0
2973,2377,5/10/2015,5946,Quimica,100,Urea,,,46,0,0
2981,2488,5/15/2015,5954,Quimica,100,Urea,,,46,0,0
2981,2488,5/30/2015,5955,Quimica,100,Urea,,,46,0,0
3024,2701,9/28/2015,6036,Quimica,100,Urea,,,46,0,0
3024,2701,10/12/2015,6037,Quimica,100,Urea,,,46,0,0
3025,2704,9/29/2015,6118,Quimica,100,Urea,,,46,0,0
3025,2704,10/08/2015,6119,Quimica,200,Urea,,,46,0,0
3026,2613,9/20/2015,6122,Quimica,50,Urea,,,46,0,0
3026,2613,10/02/2015,6123,Quimica,100,Urea,,,46,0,0
3028,2706,9/15/2015,6125,Quimica,75,Urea,,,46,0,0
3028,2706,10/02/2015,6126,Quimica,100,Urea,,,46,0,0
3029,2702,10/25/2015,6130,Quimica,150,Urea,,,46,0,0
3030,2693,9/17/2015,6133,Quimica,75,Urea,,,46,0,0
3030,2693,10/05/2015,6134,Quimica,125,Urea,,,46,0,0
3036,2710,10/29/2015,6074,Quimica,312,Urea,,,46,0,0
3037,2295,10/07/2015,6054,Quimica,50,Urea,,,46,0,0
3037,2295,10/20/2015,6055,Quimica,100,Urea,,,46,0,0
3038,2295,10/30/2015,6056,Quimica,50,Urea,,,46,0,0
3038,2295,11/12/2015,6057,Quimica,50,Urea,,,46,0,0
3039,2701,11/02/2015,6058,Quimica,100,Urea,,,46,0,0
3039,2701,11/21/2015,6059,Quimica,100,Urea,,,46,0,0
3040,2711,10/21/2015,6060,Quimica,100,Urea,,,46,0,0
3040,2711,11/03/2015,6061,Quimica,100,Urea,,,46,0,0
3041,1901,10/10/2015,6062,Quimica,100,Urea,,,46,0,0
3041,1901,10/25/2015,6063,Quimica,100,Urea,,,46,0,0
3042,2712,10/10/2015,6064,Quimica,100,Urea,,,46,0,0
3042,2712,10/23/2015,6065,Quimica,100,Urea,,,46,0,0
3043,2712,11/20/2015,6066,Quimica,100,Urea,,,46,0,0
3043,2712,12/04/2015,6067,Quimica,100,Urea,,,46,0,0
3044,2713,9/28/2015,6068,Quimica,100,Urea,,,46,0,0
3044,2713,10/18/2015,6069,Quimica,100,Urea,,,46,0,0
3045,2714,11/02/2015,6070,Quimica,100,Urea,,,46,0,0
3045,2714,11/16/2015,6071,Quimica,100,Urea,,,46,0,0
3048,2032,10/11/2015,6081,Quimica,100,Urea,,,46,0,0
3049,2721,11/11/2015,6084,Quimica,200,Urea,,,46,0,0
3068,2691,9/30/2015,6169,Quimica,150,Urea,,,46,0,0
3068,2691,10/09/2015,6170,Quimica,100,Urea,,,46,0,0
3069,387,4/20/2015,6181,Quimica,100,Urea,,,46,0,0
3071,453,11/13/2015,6185,Quimica,273,Urea,,,46,0,0
3072,388,4/26/2015,6187,Quimica,100,Urea,,,46,0,0
3072,388,5/17/2015,6188,Quimica,150,Urea,,,46,0,0
3073,236,5/05/2015,6190,Quimica,100,Urea,,,46,0,0
3073,236,5/25/2015,6191,Quimica,50,Urea,,,46,0,0
3074,622,5/12/2015,6193,Quimica,100,Urea,,,46,0,0
3075,156,4/21/2015,6196,Quimica,100,Urea,,,46,0,0
3075,156,5/13/2015,6198,Quimica,100,Urea,,,46,0,0
3076,948,4/21/2015,6200,Quimica,100,Urea,,,46,0,0
3076,948,5/03/2015,6201,Quimica,125,Urea,,,46,0,0
3077,635,4/13/2015,6203,Quimica,125,Urea,,,46,0,0
3079,995,5/04/2015,6209,Quimica,150,Urea,,,46,0,0
3080,988,5/10/2015,6211,Quimica,175,Urea,,,46,0,0
3103,2766,9/30/2015,6226,Quimica,100,Urea,,,46,0,0
3103,2766,10/18/2015,6227,Quimica,75,Urea,,,46,0,0
3106,2767,10/16/2015,6228,Quimica,100,Urea,,,46,0,0
3106,2767,11/14/2015,6229,Quimica,100,Urea,,,46,0,0
3107,2768,11/07/2015,6230,Quimica,150,Urea,,,46,0,0
3107,2768,11/23/2015,6231,Quimica,100,Urea,,,46,0,0
3108,2770,10/19/2015,6232,Quimica,125,Urea,,,46,0,0
3108,2770,11/03/2015,6233,Quimica,75,Urea,,,46,0,0
3122,2779,10/11/2015,6234,Quimica,125,Urea,,,46,0,0
3122,2779,10/27/2015,6235,Quimica,100,Urea,,,46,0,0
3123,2769,10/10/2015,6236,Quimica,100,Urea,,,46,0,0
3123,2769,10/25/2015,6237,Quimica,100,Urea,,,46,0,0
3124,2780,9/28/2015,6238,Quimica,150,Urea,,,46,0,0
3124,2780,10/13/2015,6239,Quimica,100,Urea,,,46,0,0
3125,2781,10/11/2015,6240,Quimica,100,Urea,,,46,0,0
3125,2781,10/28/2015,6241,Quimica,100,Urea,,,46,0,0
3130,2791,10/26/2015,6271,Quimica,100,Urea,,,46,0,0
3130,2791,11/02/2015,6272,Quimica,75,Urea,,,46,0,0
3134,2792,9/25/2015,6282,Quimica,100,Urea,,,46,0,0
3134,2792,10/09/2015,6283,Quimica,100,Urea,,,46,0,0
3135,2793,10/12/2015,6285,Quimica,150,Urea,,,46,0,0
3135,2793,10/28/2015,6286,Quimica,100,Urea,,,46,0,0
3136,2791,10/26/2015,6289,Quimica,100,Urea,,,46,0,0
3136,2791,11/02/2015,6290,Quimica,75,Urea,,,46,0,0
3161,2826,10/08/2015,6367,Quimica,100,Urea,,,46,0,0
3161,2826,10/16/2015,6368,Quimica,100,Urea,,,46,0,0
3165,2828,9/27/2015,6374,Quimica,100,Urea,,,46,0,0
3167,2836,10/15/2015,6383,Quimica,50,Urea,,,46,0,0
3167,2836,11/05/2015,6384,Quimica,100,Urea,,,46,0,0
3167,2836,11/14/2015,6385,Quimica,75,Urea,,,46,0,0
3168,2836,10/15/2015,6386,Quimica,50,Urea,,,46,0,0
3168,2836,11/05/2015,6387,Quimica,100,Urea,,,46,0,0
3168,2836,11/14/2015,6388,Quimica,75,Urea,,,46,0,0
3169,2086,11/03/2015,6401,Quimica,100,Urea,,,46,0,0
3169,2086,11/20/2015,6402,Quimica,100,Urea,,,46,0,0
3174,2829,10/05/2015,6403,Quimica,100,Urea,,,46,0,0
3174,2829,10/22/2015,6404,Quimica,150,Urea,,,46,0,0
3175,2835,10/10/2015,6405,Quimica,100,Urea,,,46,0,0
3175,2835,10/28/2015,6406,Quimica,100,Urea,,,46,0,0
3176,2835,10/14/2015,6407,Quimica,100,Urea,,,46,0,0
3176,2835,10/27/2015,6408,Quimica,100,Urea,,,46,0,0
3177,2833,10/24/2015,6409,Quimica,100,Urea,,,46,0,0
3177,2833,11/07/2015,6410,Quimica,100,Urea,,,46,0,0
3178,2832,10/28/2015,6411,Quimica,100,Urea,,,46,0,0
3178,2832,11/11/2015,6412,Quimica,100,Urea,,,46,0,0
3179,2831,10/20/2015,6414,Quimica,100,Urea,,,46,0,0
3179,2831,11/15/2015,6415,Quimica,100,Urea,,,46,0,0
3180,2834,10/30/2015,6416,Quimica,100,Urea,,,46,0,0
3180,2834,11/14/2015,6417,Quimica,100,Urea,,,46,0,0
3181,2834,10/28/2015,6418,Quimica,100,Urea,,,46,0,0
3181,2834,11/12/2015,6419,Quimica,100,Urea,,,46,0,0
3182,2830,10/29/2015,6421,Quimica,100,Urea,,,46,0,0
3183,2842,10/22/2015,6422,Quimica,100,Urea,,,46,0,0
3183,2842,11/08/2015,6423,Quimica,100,Urea,,,46,0,0
3184,2842,10/23/2015,6424,Quimica,100,Urea,,,46,0,0
3184,2842,11/08/2015,6425,Quimica,100,Urea,,,46,0,0
3187,2844,10/03/2015,6434,Quimica,100,Urea,,,46,0,0
3188,2845,11/06/2015,6444,Quimica,100,Urea,,,46,0,0
3189,2844,10/17/2015,6436,Quimica,100,Urea,,,46,0,0
3191,2845,10/29/2015,6442,Quimica,100,Urea,,,46,0,0
3192,2846,11/20/2015,6446,Quimica,100,Urea,,,46,0,0
3193,2717,11/26/2015,6448,Quimica,100,Urea,,,46,0,0
3194,2717,11/13/2015,6449,Quimica,100,Urea,,,46,0,0
3194,2717,11/29/2015,6450,Quimica,100,Urea,,,46,0,0
3195,2032,11/13/2015,6451,Quimica,100,Urea,,,46,0,0
3195,2032,11/27/2015,6452,Quimica,100,Urea,,,46,0,0
3201,2849,10/23/2015,6465,Quimica,100,Urea,,,46,0,0
3201,2849,11/06/2015,6466,Quimica,100,Urea,,,46,0,0
3202,2849,10/05/2015,6467,Quimica,100,Urea,,,46,0,0
3202,2849,10/22/2015,6468,Quimica,100,Urea,,,46,0,0
3203,2829,10/19/2015,6469,Quimica,100,Urea,,,46,0,0
3203,2829,11/02/2015,6470,Quimica,100,Urea,,,46,0,0
3204,2337,10/13/2015,6471,Quimica,100,Urea,,,46,0,0
3204,2337,11/01/2015,6472,Quimica,100,Urea,,,46,0,0
3205,2850,10/30/2015,6473,Quimica,100,Urea,,,46,0,0
3205,2850,11/17/2015,6474,Quimica,100,Urea,,,46,0,0
3206,2851,11/18/2015,6475,Quimica,100,Urea,,,46,0,0
3206,2851,11/30/2015,6476,Quimica,100,Urea,,,46,0,0
3207,2851,11/12/2015,6477,Quimica,100,Urea,,,46,0,0
3207,2851,11/27/2015,6478,Quimica,100,Urea,,,46,0,0
3208,2852,10/24/2015,6479,Quimica,100,Urea,,,46,0,0
3208,2852,11/05/2015,6480,Quimica,50,Urea,,,46,0,0
3209,2852,11/06/2015,6482,Quimica,100,Urea,,,46,0,0
3210,2853,11/25/2015,6484,Quimica,100,Urea,,,46,0,0
3211,2853,11/29/2015,6486,Quimica,100,Urea,,,46,0,0
3212,2854,11/25/2015,6487,Quimica,100,Urea,,,46,0,0
3212,2854,12/02/2015,6488,Quimica,100,Urea,,,46,0,0
3213,2854,11/28/2015,6489,Quimica,100,Urea,,,46,0,0
3213,2854,12/08/2015,6490,Quimica,100,Urea,,,46,0,0
3214,2850,10/16/2015,6491,Quimica,100,Urea,,,46,0,0
3214,2850,11/01/2015,6492,Quimica,100,Urea,,,46,0,0
3215,2338,11/04/2015,6494,Quimica,100,Urea,,,46,0,0
3216,2338,10/25/2015,6496,Quimica,100,Urea,,,46,0,0
3217,2855,10/09/2015,6497,Quimica,100,Urea,,,46,0,0
3217,2855,10/28/2015,6498,Quimica,100,Urea,,,46,0,0
3218,2855,11/03/2015,6499,Quimica,100,Urea,,,46,0,0
3218,2855,11/20/2015,6500,Quimica,100,Urea,,,46,0,0
3219,2858,11/11/2015,6501,Quimica,100,Urea,,,46,0,0
3219,2858,11/25/2015,6502,Quimica,100,Urea,,,46,0,0
3220,2858,11/03/2015,6503,Quimica,100,Urea,,,46,0,0
3220,2858,11/16/2015,6504,Quimica,100,Urea,,,46,0,0
3221,2711,10/22/2015,6505,Quimica,100,Urea,,,46,0,0
3221,2711,11/04/2015,6506,Quimica,100,Urea,,,46,0,0
3222,2859,11/02/2015,6507,Quimica,100,Urea,,,46,0,0
3223,2859,11/02/2015,6509,Quimica,100,Urea,,,46,0,0
3224,2860,10/30/2015,6510,Quimica,100,Urea,,,46,0,0
3224,2860,11/12/2015,6511,Quimica,100,Urea,,,46,0,0
3225,2860,10/30/2015,6512,Quimica,100,Urea,,,46,0,0
3225,2860,11/11/2015,6513,Quimica,100,Urea,,,46,0,0
3226,2861,10/25/2015,6514,Quimica,100,Urea,,,46,0,0
3226,2861,11/07/2015,6515,Quimica,100,Urea,,,46,0,0
3227,2861,11/08/2015,6517,Quimica,100,Urea,,,46,0,0
3228,2862,10/13/2015,6518,Quimica,100,Urea,,,46,0,0
3228,2862,10/30/2015,6519,Quimica,100,Urea,,,46,0,0
3229,2862,10/19/2015,6520,Quimica,100,Urea,,,46,0,0
3229,2862,11/04/2015,6521,Quimica,100,Urea,,,46,0,0
3230,2863,10/22/2015,6522,Quimica,75,Urea,,,46,0,0
3230,2863,11/02/2015,6523,Quimica,75,Urea,,,46,0,0
3231,2863,11/04/2015,6524,Quimica,100,Urea,,,46,0,0
3231,2863,11/23/2015,6525,Quimica,100,Urea,,,46,0,0
3236,2868,10/20/2015,6533,Quimica,100,Urea,,,46,0,0
3240,2869,11/04/2015,6543,Quimica,50,Urea,,,46,0,0
3241,2869,10/26/2015,6545,Quimica,50,Urea,,,46,0,0
3247,2875,10/30/2015,6555,Quimica,100,Urea,,,46,0,0
3248,2877,10/20/2015,6556,Quimica,100,Urea,,,46,0,0
3248,2877,10/26/2015,6557,Quimica,50,Urea,,,46,0,0
3254,2883,10/28/2015,6569,Quimica,50,Urea,,,46,0,0
3255,2884,10/24/2015,6570,Quimica,100,Urea,,,46,0,0
3255,2884,10/30/2015,6571,Quimica,50,Urea,,,46,0,0
3267,2885,11/23/2015,6590,Quimica,100,Urea,,,46,0,0
3268,2885,10/29/2015,6591,Quimica,100,Urea,,,46,0,0
3268,2885,11/12/2015,6592,Quimica,100,Urea,,,46,0,0
3269,2886,11/29/2015,6593,Quimica,100,Urea,,,46,0,0
3270,2886,11/06/2015,6595,Quimica,100,Urea,,,46,0,0
3271,2887,10/27/2015,6596,Quimica,100,Urea,,,46,0,0
3272,2887,10/08/2015,6597,Quimica,100,Urea,,,46,0,0
3272,2887,10/26/2015,6598,Quimica,100,Urea,,,46,0,0
3273,2888,10/09/2015,6599,Quimica,100,Urea,,,46,0,0
3273,2888,10/27/2015,6600,Quimica,100,Urea,,,46,0,0
3274,2889,11/13/2015,6601,Quimica,100,Urea,,,46,0,0
3274,2889,11/29/2015,6602,Quimica,100,Urea,,,46,0,0
3275,2889,11/08/2015,6603,Quimica,100,Urea,,,46,0,0
3275,2889,11/22/2015,6604,Quimica,100,Urea,,,46,0,0
3277,2901,11/20/2015,6607,Quimica,100,Urea,,,46,0,0
3278,2901,10/20/2015,6608,Quimica,100,Urea,,,46,0,0
3278,2901,11/02/2015,6609,Quimica,100,Urea,,,46,0,0
3279,2902,11/08/2015,6611,Quimica,100,Urea,,,46,0,0
3283,2904,11/10/2015,6614,Quimica,150,Urea,,,46,0,0
3284,2904,11/10/2015,6615,Quimica,150,Urea,,,46,0,0
3285,2905,11/06/2015,6616,Quimica,150,Urea,,,46,0,0
3286,2905,11/05/2015,6618,Quimica,150,Urea,,,46,0,0
3287,2905,11/05/2015,6620,Quimica,150,Urea,,,46,0,0
3288,2906,10/29/2015,6622,Quimica,150,Urea,,,46,0,0
3289,2906,10/30/2015,6623,Quimica,150,Urea,,,46,0,0
3292,2908,10/12/2015,6628,Quimica,100,Urea,,,46,0,0
3293,2908,10/27/2015,6630,Quimica,100,Urea,,,46,0,0
3294,2909,10/27/2015,6631,Quimica,100,Urea,,,46,0,0
3295,2909,11/26/2015,6632,Quimica,100,Urea,,,46,0,0
3298,2911,10/18/2015,6636,Quimica,100,Urea,,,46,0,0
3298,2911,11/02/2015,6637,Quimica,100,Urea,,,46,0,0
3299,2911,11/20/2015,6639,Quimica,100,Urea,,,46,0,0
3300,2912,10/12/2015,6640,Quimica,50,Urea,,,46,0,0
3301,2913,10/20/2015,6641,Quimica,50,Urea,,,46,0,0
3302,2914,10/30/2015,6642,Quimica,50,Urea,,,46,0,0
3303,2916,10/24/2015,6643,Quimica,100,Urea,,,46,0,0
3303,2916,11/01/2015,6644,Quimica,50,Urea,,,46,0,0
3304,2917,10/19/2015,6646,Quimica,50,Urea,,,46,0,0
3308,2920,10/17/2015,6653,Quimica,100,Urea,,,46,0,0
3309,2920,10/18/2015,6655,Quimica,100,Urea,,,46,0,0
3310,2921,10/16/2015,6657,Quimica,100,Urea,,,46,0,0
3310,2921,10/25/2015,6659,Quimica,50,Urea,,,46,0,0
3311,2922,10/20/2015,6660,Quimica,150,Urea,,,46,0,0
3312,2923,10/26/2015,6662,Quimica,50,Urea,,,46,0,0
3313,2923,10/26/2015,6664,Quimica,50,Urea,,,46,0,0
3315,2924,10/21/2015,6670,Quimica,100,Urea,,,46,0,0
3316,2925,10/18/2015,6671,Quimica,100,Urea,,,46,0,0
3316,2925,10/26/2015,6672,Quimica,50,Urea,,,46,0,0
3317,2925,10/19/2015,6673,Quimica,100,Urea,,,46,0,0
3317,2925,10/27/2015,6674,Quimica,75,Urea,,,46,0,0
3318,2926,10/27/2015,6676,Quimica,100,Urea,,,46,0,0
3319,2927,10/28/2015,6678,Quimica,75,Urea,,,46,0,0
3320,2927,10/27/2015,6683,Quimica,75,Urea,,,46,0,0
3321,2928,10/26/2015,6684,Quimica,100,Urea,,,46,0,0
3322,2928,10/27/2015,6686,Quimica,100,Urea,,,46,0,0
3323,2929,10/25/2015,6689,Quimica,100,Urea,,,46,0,0
3324,2929,10/24/2015,6691,Quimica,100,Urea,,,46,0,0
3325,2934,10/15/2015,6692,Quimica,100,Urea,,,46,0,0
3326,2934,10/16/2015,6694,Quimica,100,Urea,,,46,0,0
3328,2930,10/17/2015,6696,Quimica,100,Urea,,,46,0,0
3328,2930,11/29/2015,6697,Quimica,100,Urea,,,46,0,0
3329,2930,9/30/2015,6698,Quimica,50,Urea,,,46,0,0
3329,2930,10/11/2015,6699,Quimica,50,Urea,,,46,0,0
3329,2930,10/25/2015,6700,Quimica,50,Urea,,,46,0,0
3330,2902,10/13/2015,6701,Quimica,100,Urea,,,46,0,0
3330,2902,10/29/2015,6702,Quimica,100,Urea,,,46,0,0
3331,2931,11/04/2015,6704,Quimica,100,Urea,,,46,0,0
3332,2931,10/20/2015,6705,Quimica,100,Urea,,,46,0,0
3332,2931,11/11/2015,6706,Quimica,100,Urea,,,46,0,0
3333,2932,11/02/2015,6708,Quimica,100,Urea,,,46,0,0
3334,2932,11/08/2015,6710,Quimica,100,Urea,,,46,0,0
3335,2933,11/10/2015,6712,Quimica,100,Urea,,,46,0,0
3339,2941,10/20/2015,6730,Quimica,100,Urea,,,46,0,0
3340,2941,10/10/2015,6731,Quimica,100,Urea,,,46,0,0
3340,2941,10/27/2015,6732,Quimica,100,Urea,,,46,0,0
3341,2941,10/30/2015,6733,Quimica,100,Urea,,,46,0,0
3341,2941,11/13/2015,6734,Quimica,50,Urea,,,46,0,0
3342,2942,11/16/2015,6736,Quimica,100,Urea,,,46,0,0
3343,2942,10/30/2015,6737,Quimica,150,Urea,,,46,0,0
3343,2942,11/16/2015,6738,Quimica,100,Urea,,,46,0,0
3344,2833,10/22/2015,6740,Quimica,100,Urea,,,46,0,0
3345,2914,11/10/2015,6741,Quimica,50,Urea,,,46,0,0
3346,2903,10/20/2015,6742,Quimica,50,Urea,,,46,0,0
3347,2913,11/05/2015,6743,Quimica,50,Urea,,,46,0,0
3348,2833,10/30/2015,6745,Quimica,100,Urea,,,46,0,0
3351,2982,4/28/2016,6747,Quimica,100,Urea,,,46,0,0
3354,3050,5/16/2016,6753,Quimica,234,4,Urea,,,46,0,0
3355,3051,5/11/2016,6756,Quimica,200,Urea,,,46,0,0
3356,3052,4/11/2016,6758,Quimica,156,Urea,,,46,0,0
3356,3052,5/11/2016,6759,Quimica,234,Urea,,,46,0,0
3358,3072,3/15/2016,6764,Quimica,312,Urea,,,46,0,0
3358,3072,4/15/2016,6765,Quimica,234,Urea,,,46,0,0
3359,3073,4/22/2016,6768,Quimica,150,Urea,,,46,0,0
3360,3074,4/04/2016,6770,Quimica,234,Urea,,,46,0,0
3360,3074,5/10/2016,6771,Quimica,234,Urea,,,46,0,0
3361,3075,4/23/2016,6774,Quimica,350,Urea,,,46,0,0
3362,3076,3/25/2016,6776,Quimica,156,Urea,,,46,0,0
3362,3076,4/15/2016,6777,Quimica,200,Urea,,,46,0,0
3363,3077,4/19/2016,6780,Quimica,200,Urea,,,46,0,0
3364,3078,3/25/2016,6782,Quimica,300,Urea,,,46,0,0
3366,3085,3/17/2016,6786,Quimica,156,Urea,,,46,0,0
3366,3085,4/05/2016,6788,Quimica,312,Urea,,,46,0,0
3367,3086,2/05/2016,6789,Quimica,300,Urea,,,46,0,0
3367,3086,3/02/2016,6790,Quimica,300,Urea,,,46,0,0
3368,3087,5/05/2016,6792,Quimica,200,Urea,,,46,0,0
3370,3095,3/25/2016,6796,Quimica,200,Urea,,,46,0,0
3370,3095,4/15/2016,6797,Quimica,200,Urea,,,46,0,0
3374,3099,4/25/2016,6806,Quimica,234,Urea,,,46,0,0
3376,3111,4/25/2016,6808,Quimica,104,Urea,,,46,0,0
3376,3111,5/31/2016,6809,Quimica,312,Urea,,,46,0,0
3415,3437,5/05/2016,6872,Quimica,100,Urea,,,46,0,0
3416,3438,4/27/2016,6874,Quimica,100,Urea,,,46,0,0
3416,3438,5/12/2016,6875,Quimica,50,Urea,,,46,0,0
3418,3440,4/23/2016,6880,Quimica,50,Urea,,,46,0,0
3419,3123,5/16/2016,6882,Quimica,200,Urea,,,46,0,0
3421,3442,4/18/2016,6888,Quimica,100,Urea,,,46,0,0
3421,3442,4/30/2016,6889,Quimica,200,Urea,,,46,0,0
3422,3443,4/22/2016,6891,Quimica,100,Urea,,,46,0,0
3423,3444,4/18/2016,6894,Quimica,100,Urea,,,46,0,0
3423,3444,5/04/2016,6895,Quimica,100,Urea,,,46,0,0
3425,3446,4/20/2016,6900,Quimica,100,Urea,,,46,0,0
3425,3446,5/04/2016,6901,Quimica,150,Urea,,,46,0,0
3426,3447,4/20/2016,6903,Quimica,100,Urea,,,46,0,0
3427,3448,4/25/2016,6906,Quimica,50,Urea,,,46,0,0
3427,3448,5/11/2016,6907,Quimica,100,Urea,,,46,0,0
3428,3455,5/05/2016,6910,Quimica,100,Urea,,,46,0,0
3429,3418,2/16/2016,6911,Quimica,50,Urea,,,46,0,0
3433,3458,5/10/2016,6922,Quimica,150,Urea,,,46,0,0
3434,3459,5/10/2016,6925,Quimica,150,Urea,,,46,0,0
3435,3460,4/16/2016,6927,Quimica,100,Urea,,,46,0,0
